,VaR_param,ES_param,VaR_hist,ES_hist
2018-03-29,0.025198822437398218,0.028949084230944895,0.01737825224992693,0.020945058321270072
2018-04-02,0.024081959820988274,0.027669534357667367,0.01737825224992693,0.020945058321270072
2018-04-03,0.02462740408782817,0.02829443050179506,0.01737825224992693,0.020945058321270072
2018-04-04,0.023317830670632353,0.026794098701446327,0.01737825224992693,0.020945058321270072
2018-04-05,0.022721852998394555,0.026111308227682088,0.01737825224992693,0.020945058321270072
2018-04-06,0.021155167626538924,0.024316412383225045,0.01737825224992693,0.020945058321270072
2018-04-09,0.023108944786562363,0.026554785555349295,0.01737825224992693,0.020945058321270072
2018-04-10,0.021516996028133773,0.024730946345241877,0.01737825224992693,0.020945058321270072
2018-04-11,0.021948819326121326,0.02522567097663329,0.01737825224992693,0.020945058321270072
2018-04-12,0.020348784961089605,0.0233925683739184,0.01737825224992693,0.020945058321270072
2018-04-13,0.019387752258395462,0.022291547303931673,0.01737825224992693,0.020945058321270072
2018-04-16,0.01796896372150225,0.02066609161590373,0.01737825224992693,0.020945058321270072
2018-04-17,0.01705014289836808,0.019613431198649195,0.01737825224992693,0.020945058321270072
2018-04-18,0.017586739741488173,0.02022819116332816,0.01737825224992693,0.020945058321270072
2018-04-19,0.016293094391403383,0.018746107584339887,0.01737825224992693,0.020945058321270072
2018-04-20,0.01714755064003765,0.019725027792248308,0.01737825224992693,0.020945058321270072
2018-04-23,0.019730316876946492,0.02268401143319522,0.01777867958747186,0.020945058321270072
2018-04-24,0.0181444652121468,0.020867157446933227,0.01777867958747186,0.020945058321270072
2018-04-25,0.018902590594325322,0.021735714798967427,0.01777867958747186,0.020945058321270072
2018-04-26,0.017515530403189407,0.02014660915095027,0.01777867958747186,0.020945058321270072
2018-04-27,0.01759918273277722,0.020242446656970045,0.01777867958747186,0.020945058321270072
2018-04-30,0.016600127869745542,0.019097864946912825,0.01777867958747186,0.020945058321270072
2018-05-01,0.01638631852795149,0.01885291116998587,0.01777867958747186,0.020945058321270072
2018-05-02,0.016442308039804975,0.018917056367205635,0.01777867958747186,0.020945058321270072
2018-05-03,0.018322818195583786,0.021071490132083915,0.01777867958747186,0.020945058321270072
2018-05-04,0.016902077762274172,0.01944379822558508,0.01777867958747186,0.020945058321270072
2018-05-07,0.019490434502784374,0.022409186708156715,0.01777867958747186,0.020945058321270072
2018-05-08,0.018224722203470198,0.020959105034370245,0.01777867958747186,0.020945058321270072
2018-05-09,0.01686771874318404,0.01940443431647329,0.01777867958747186,0.020945058321270072
2018-05-10,0.016447254252586082,0.018922723067697066,0.01777867958747186,0.020945058321270072
2018-05-11,0.01629749209900501,0.018751145881908175,0.01777867958747186,0.020945058321270072
2018-05-14,0.015189118017725213,0.01748132102215559,0.01777867958747186,0.020945058321270072
2018-05-15,0.014139360873342596,0.016278651507274155,0.01777867958747186,0.020945058321270072
2018-05-16,0.01421326918605811,0.016363325638881567,0.01777867958747186,0.020945058321270072
2018-05-17,0.013700427256032094,0.01577578083530894,0.01777867958747186,0.020945058321270072
2018-05-18,0.012970628453361251,0.014939676240388187,0.01777867958747186,0.020945058321270072
2018-05-21,0.012330827096820587,0.014206678526384742,0.01777867958747186,0.020945058321270072
2018-05-22,0.012180845481649901,0.014034849911239142,0.01777867958747186,0.020945058321270072
2018-05-23,0.011556150978024982,0.013319159582629341,0.01777867958747186,0.020945058321270072
2018-05-24,0.01137362026839258,0.013110040624802512,0.01777867958747186,0.020945058321270072
2018-05-25,0.010859672378403294,0.01252122876213948,0.01777867958747186,0.020945058321270072
2018-05-29,0.010416500802229368,0.012013502811067438,0.01777867958747186,0.020945058321270072
2018-05-30,0.010848316970529168,0.012508219274228552,0.01777867958747186,0.020945058321270072
2018-05-31,0.011371062435317478,0.013107110206200414,0.01777867958747186,0.020945058321270072
2018-06-01,0.010970290594483113,0.012647960127562106,0.01777867958747186,0.020945058321270072
2018-06-04,0.012691385627709663,0.014619757642589047,0.01777867958747186,0.020945058321270072
2018-06-05,0.012480315949644086,0.014377942601192401,0.01777867958747186,0.020945058321270072
2018-06-06,0.011964890980925427,0.013787438501835956,0.01777867958747186,0.020945058321270072
2018-06-07,0.011776468232696562,0.013571569244438992,0.01777867958747186,0.020945058321270072
2018-06-08,0.011349365510729497,0.01308225280950797,0.01777867958747186,0.020945058321270072
2018-06-11,0.011065823977353426,0.012757409334787263,0.01777867958747186,0.020945058321270072
2018-06-12,0.010567052616888024,0.012185984683535695,0.01777867958747186,0.020945058321270072
2018-06-13,0.010297960502103415,0.011877695395029107,0.01777867958747186,0.020945058321270072
2018-06-14,0.010112552871462436,0.011665280450876052,0.01777867958747186,0.020945058321270072
2018-06-15,0.01010284912142063,0.011654163208742708,0.01777867958747186,0.020945058321270072
2018-06-18,0.01020619736133005,0.011772565620406036,0.01777867958747186,0.020945058321270072
2018-06-19,0.009822153184112253,0.011332579832474862,0.01777867958747186,0.020945058321270072
2018-06-20,0.01034321440862837,0.011929541190123806,0.01777867958747186,0.020945058321270072
2018-06-21,0.010146720440236132,0.011704425022152971,0.01777867958747186,0.020945058321270072
2018-06-22,0.01036689150957747,0.011956667204616423,0.01777867958747186,0.020945058321270072
2018-06-25,0.009975282654221799,0.011508014833337856,0.01777867958747186,0.020945058321270072
2018-06-26,0.01290875768705001,0.014868793098603384,0.01777867958747186,0.020945058321270072
2018-06-27,0.012598077233344381,0.014512857525751398,0.01777867958747186,0.020945058321270072
2018-06-28,0.012708368529230041,0.01463921435030672,0.01777867958747186,0.020945058321270072
2018-06-29,0.01247170513565274,0.014368077497114641,0.01777867958747186,0.020945058321270072
2018-07-02,0.011784703086168762,0.013581003623889063,0.01777867958747186,0.020945058321270072
2018-07-03,0.01167275929530877,0.013452753594472254,0.01777867958747186,0.020945058321270072
2018-07-05,0.012289092929513763,0.014158865171631724,0.01777867958747186,0.020945058321270072
2018-07-06,0.01256866261617769,0.014479158242495656,0.01777867958747186,0.020945058321270072
2018-07-09,0.01331650186984245,0.015335931142044004,0.01777867958747186,0.020945058321270072
2018-07-10,0.013574036697299525,0.01563097965651259,0.01777867958747186,0.020945058321270072
2018-07-11,0.012731014385597048,0.014665158904470245,0.01777867958747186,0.020945058321270072
2018-07-12,0.01278306625366356,0.01472479288291108,0.01777867958747186,0.020945058321270072
2018-07-13,0.013857824531546551,0.015956105309402384,0.01777867958747186,0.020945058321270072
2018-07-16,0.0129505083358001,0.01491662533556119,0.01777867958747186,0.020945058321270072
2018-07-17,0.012180159657558112,0.014034064186910254,0.01777867958747186,0.020945058321270072
2018-07-18,0.011732895166560045,0.013521649128541022,0.01777867958747186,0.020945058321270072
2018-07-19,0.011222895530442065,0.012937360640254095,0.01777867958747186,0.020945058321270072
2018-07-20,0.01098432216046754,0.012664035594869776,0.01777867958747186,0.020945058321270072
2018-07-23,0.010488434782374831,0.01209591501989876,0.01777867958747186,0.020945058321270072
2018-07-24,0.010086360851013446,0.011635273182341884,0.01777867958747186,0.020945058321270072
2018-07-25,0.010054518447348332,0.01159879247023289,0.01777867958747186,0.020945058321270072
2018-07-26,0.010998744676519758,0.01268055895979919,0.01777867958747186,0.020945058321270072
2018-07-27,0.011243210910015173,0.012960635249840287,0.01777867958747186,0.020945058321270072
2018-07-30,0.012262827702172944,0.014128774032558971,0.01777867958747186,0.020945058321270072
2018-07-31,0.01235045595009777,0.014229166607151681,0.01777867958747186,0.020945058321270072
2018-08-01,0.012022402220185914,0.013853327088154958,0.01777867958747186,0.020945058321270072
2018-08-02,0.01732197206930096,0.01992485623527396,0.01777867958747186,0.020945058321270072
2018-08-03,0.01782116675020782,0.020496765869735877,0.01777867958747186,0.020945058321270072
2018-08-06,0.01639555999218513,0.018863498787670723,0.01777867958747186,0.020945058321270072
2018-08-07,0.015278881387742452,0.01758415973037534,0.01777867958747186,0.020945058321270072
2018-08-08,0.01434899246865592,0.0165188189882848,0.01777867958747186,0.020945058321270072
2018-08-09,0.013339730044289304,0.015362542837370938,0.01777867958747186,0.020945058321270072
2018-08-10,0.012548920900011409,0.014456540858721058,0.01777867958747186,0.020945058321270072
2018-08-13,0.012260519081129921,0.014126129127339975,0.01777867958747186,0.020945058321270072
2018-08-14,0.011746611926572476,0.013537363933815908,0.01777867958747186,0.020945058321270072
2018-08-15,0.011490648632229629,0.01324411586907822,0.01777867958747186,0.020945058321270072
2018-08-16,0.011781416486424652,0.013577238283170964,0.01777867958747186,0.020945058321270072
2018-08-17,0.01207608143997292,0.013914825465723438,0.01777867958747186,0.020945058321270072
2018-08-20,0.012369099232664629,0.014250525554523902,0.01777867958747186,0.020945058321270072
2018-08-21,0.011857854301747957,0.013664810376169241,0.01777867958747186,0.020945058321270072
2018-08-22,0.011268821177230255,0.012989976024335003,0.01777867958747186,0.020945058321270072
2018-08-23,0.010724676740579798,0.012366569049537307,0.01777867958747186,0.020945058321270072
2018-08-24,0.010262224194140093,0.011836753574921583,0.01777867958747186,0.020945058321270072
2018-08-27,0.010522762734996338,0.01213524333725969,0.01777867958747186,0.020945058321270072
2018-08-28,0.010995039771583105,0.012676314381663485,0.01777867958747186,0.020945058321270072
2018-08-29,0.010682322771147163,0.01231804560947936,0.01777867958747186,0.020945058321270072
2018-08-30,0.011402928578378789,0.013143618115693357,0.01777867958747186,0.020945058321270072
2018-08-31,0.011139998596084943,0.012842388563748655,0.01777867958747186,0.020945058321270072
2018-09-04,0.01094922509089736,0.012623826127509065,0.01777867958747186,0.020945058321270072
2018-09-05,0.010545224469566624,0.012160976949613359,0.01777867958747186,0.020945058321270072
2018-09-06,0.010813283970355756,0.012468083208902529,0.01777867958747186,0.020945058321270072
2018-09-07,0.011333417368297042,0.013063981588564026,0.01777867958747186,0.020945058321270072
2018-09-10,0.011046978534722739,0.012735818779802562,0.01777867958747186,0.020945058321270072
2018-09-11,0.011004338626389167,0.01268696774969094,0.01777867958747186,0.020945058321270072
2018-09-12,0.012112951785125902,0.013957066512003458,0.01777867958747186,0.020945058321270072
2018-09-13,0.011745426781656168,0.013536006155334299,0.01777867958747186,0.020945058321270072
2018-09-14,0.012888156362511527,0.014845190892015704,0.01777867958747186,0.020945058321270072
2018-09-17,0.01232001727112033,0.01419429409261313,0.01777867958747186,0.020945058321270072
2018-09-18,0.013846921362447452,0.01594361393541055,0.01777867958747186,0.020945058321270072
2018-09-19,0.01322446217617196,0.015230484530578814,0.01777867958747186,0.020945058321270072
2018-09-20,0.012312981267227314,0.014186233192590682,0.01777867958747186,0.020945058321270072
2018-09-21,0.012493783578407388,0.014393371985634352,0.01777867958747186,0.020945058321270072
2018-09-24,0.012118433270007731,0.013963346454749202,0.01777867958747186,0.020945058321270072
2018-09-25,0.011968752301646284,0.013791862279985984,0.01777867958747186,0.020945058321270072
2018-09-26,0.011378498315945978,0.01311562923081106,0.01777867958747186,0.020945058321270072
2018-09-27,0.010984995333421456,0.012664806825238866,0.01777867958747186,0.020945058321270072
2018-09-28,0.01168498079208063,0.01346675532970444,0.01777867958747186,0.020945058321270072
2018-10-01,0.011049469687486036,0.012738672805137245,0.01777867958747186,0.020945058321270072
2018-10-02,0.010681798856002454,0.012317445378486603,0.01777867958747186,0.020945058321270072
2018-10-03,0.01043021324363819,0.012029212668671393,0.01777867958747186,0.020945058321270072
2018-10-04,0.01031183700252023,0.0118935932092177,0.01777867958747186,0.020945058321270072
2018-10-05,0.012290991357625673,0.014161040133363213,0.01777867958747186,0.020945058321270072
2018-10-08,0.01282578998964916,0.014773739951389421,0.01777867958747186,0.020945058321270072
2018-10-09,0.012195368762141025,0.01405148871841108,0.01777867958747186,0.020945058321270072
2018-10-10,0.011985077893268067,0.013810565931074227,0.01777867958747186,0.020945058321270072
2018-10-11,0.023666639102638484,0.027193716146254557,0.020538145685825942,0.022845959464474794
2018-10-12,0.02327306041947145,0.026742807013142102,0.020538145685825942,0.022845959464474794
2018-10-15,0.02497911010108675,0.028697367602637885,0.020538145685825942,0.022845959464474794
2018-10-16,0.023696823938273864,0.027228297841482486,0.020538145685825942,0.022845959464474794
2018-10-17,0.02496996467690809,0.028686890014636517,0.020538145685825942,0.022845959464474794
2018-10-18,0.022705315861825393,0.026092362217053258,0.020538145685825942,0.022845959464474794
2018-10-19,0.023219019191836852,0.02668089389602669,0.020538145685825942,0.022845959464474794
2018-10-22,0.02152726737658364,0.024742713864732917,0.020538145685825942,0.022845959464474794
2018-10-23,0.01982254091264334,0.022789669238779547,0.020538145685825942,0.022845959464474794
2018-10-24,0.018426635865893437,0.021190430353501377,0.020538145685825942,0.022845959464474794
2018-10-25,0.025620213594432405,0.029431857128578934,0.021161921435191498,0.022845959464474794
2018-10-26,0.02649628091552137,0.03043553637543674,0.021161921435191498,0.022845959464474794
2018-10-29,0.02628854917924137,0.03019754549551348,0.021161921435191498,0.022845959464474794
2018-10-30,0.025267239689570144,0.029027467449310625,0.021161921435191498,0.022845959464474794
2018-10-31,0.024046870248222895,0.027629333479129922,0.021161921435191498,0.022845959464474794
2018-11-01,0.02426632032683136,0.027880749648091514,0.021161921435191498,0.022845959464474794
2018-11-02,0.023211834037851365,0.026672662120035155,0.021161921435191498,0.022845959464474794
2018-11-05,0.028145717436873992,0.03232523727585743,0.021161921435191498,0.022845959464474794
2018-11-06,0.02649954722005119,0.030439278464647904,0.021161921435191498,0.022845959464474794
2018-11-07,0.02430989102645633,0.02793066705276117,0.021161921435191498,0.022845959464474794
2018-11-08,0.02636226130375306,0.030281994861256534,0.021161921435191498,0.022845959464474794
2018-11-09,0.023978098163402982,0.027550543741588874,0.021161921435191498,0.022845959464474794
2018-11-12,0.023213977613685557,0.026675117938814212,0.021161921435191498,0.022845959464474794
2018-11-13,0.02748531931837363,0.031568642582450936,0.021161921435191498,0.022845959464474794
2018-11-14,0.025076795669156368,0.028809282492086245,0.021161921435191498,0.022845959464474794
2018-11-15,0.024154719759699062,0.02775289283792193,0.021161921435191498,0.022845959464474794
2018-11-16,0.02372379880382816,0.02725920198787842,0.021161921435191498,0.022845959464474794
2018-11-19,0.02180915011450362,0.025065656916353735,0.021161921435191498,0.022845959464474794
2018-11-20,0.025177997462659255,0.028925225796257642,0.021161921435191498,0.022845959464474794
2018-11-21,0.027563410650221505,0.031658109050664546,0.021161921435191498,0.022845959464474794
2018-11-23,0.02515230629608963,0.028895792338242743,0.021161921435191498,0.022845959464474794
2018-11-26,0.024007900334606952,0.02758468703175469,0.021161921435191498,0.022845959464474794
2018-11-27,0.02388990615840821,0.027449505290523254,0.021161921435191498,0.022845959464474794
2018-11-28,0.021800637203612933,0.025055903976384786,0.021161921435191498,0.022845959464474794
2018-11-29,0.025445340436639142,0.029231511156203864,0.021161921435191498,0.022845959464474794
2018-11-30,0.0233337337731732,0.026812318321784476,0.021161921435191498,0.022845959464474794
2018-12-03,0.02156484229265441,0.024785762112915232,0.021161921435191498,0.022845959464474794
2018-12-04,0.022810431079333192,0.026212788992258595,0.021161921435191498,0.022845959464474794
2018-12-06,0.028889852626951082,0.033177766561173744,0.021161921435191498,0.022845959464474794
2018-12-07,0.026568113831632,0.03051783279878911,0.021161921435191498,0.022845959464474794
2018-12-10,0.02901489182149714,0.033321019529968084,0.021161921435191498,0.022845959464474794
2018-12-11,0.026710252375973843,0.03068067588595866,0.021161921435191498,0.022845959464474794
2018-12-12,0.024485018351125504,0.02813130421510811,0.021161921435191498,0.022845959464474794
2018-12-13,0.022607184074425572,0.025979936109950173,0.021161921435191498,0.022845959464474794
2018-12-14,0.0209173810978094,0.024043988793937956,0.021161921435191498,0.022845959464474794
2018-12-17,0.023168709833593544,0.026623256249265967,0.021161921435191498,0.022845959464474794
2018-12-18,0.023320364957475668,0.026797002143966086,0.021161921435191498,0.022845959464474794
2018-12-19,0.02175596497996112,0.025004724594719703,0.021161921435191498,0.022845959464474794
2018-12-20,0.023345491387936422,0.026825788603857915,0.021161921435191498,0.022845959464474794
2018-12-21,0.023538093949788435,0.02704644652542292,0.021161921435191498,0.022845959464474794
2018-12-24,0.026569782929383227,0.030519745024863012,0.021161921435191498,0.022845959464474794
2018-12-26,0.02789373942412191,0.03203655500684027,0.021161921435191498,0.022845959464474794
2018-12-27,0.03987135369316622,0.045758882708511125,0.021161921435191498,0.022845959464474794
2018-12-28,0.036392709359449986,0.04177352331785316,0.021161921435191498,0.022845959464474794
2018-12-31,0.033220038662706584,0.038138707067114516,0.021161921435191498,0.022845959464474794
2019-01-02,0.030719250817353085,0.035273643160775,0.021161921435191498,0.022845959464474794
2019-01-03,0.028173951269734224,0.032357583776427536,0.021161921435191498,0.022845959464474794
2019-01-04,0.038923886381229296,0.044673403025414185,0.021786551635006354,0.025055016591793
2019-01-07,0.04100123681080162,0.04705334970807461,0.021786551635006354,0.025055016591793
2019-01-08,0.037643001193036735,0.043205938311174634,0.021786551635006354,0.025055016591793
2019-01-09,0.034986819525499264,0.040162845216139775,0.021786551635006354,0.025055016591793
2019-01-10,0.03240649126383344,0.0372066546769293,0.021786551635006354,0.025055016591793
2019-01-11,0.029666904068143547,0.034068006827522666,0.021786551635006354,0.025055016591793
2019-01-14,0.027170484560485143,0.031207947570691563,0.021786551635006354,0.025055016591793
2019-01-15,0.025318648373296518,0.029086364554273176,0.021786551635006354,0.025055016591793
2019-01-16,0.02478722762958202,0.028477534663034924,0.021786551635006354,0.025055016591793
2019-01-17,0.02282072335268471,0.026224580484667036,0.021786551635006354,0.025055016591793
2019-01-18,0.021147436601875305,0.024307555222565093,0.021786551635006354,0.025055016591793
2019-01-22,0.020163966105403348,0.023180827968341207,0.021786551635006354,0.025055016591793
2019-01-23,0.020978848229579183,0.02411440950594959,0.021786551635006354,0.025055016591793
2019-01-24,0.019207010353181866,0.022084477715860595,0.021786551635006354,0.025055016591793
2019-01-25,0.01777713067766042,0.020446315303820448,0.021786551635006354,0.025055016591793
2019-01-28,0.019090845494929332,0.021951391759295842,0.021786551635006354,0.025055016591793
2019-01-29,0.018267065247309783,0.021007615957363876,0.021786551635006354,0.025055016591793
2019-01-30,0.017167404496028906,0.019747773650641655,0.021786551635006354,0.025055016591793
2019-01-31,0.024184018817331836,0.02778645972871972,0.021786551635006354,0.025055016591793
2019-02-01,0.02295958251011761,0.026383666494607834,0.021786551635006354,0.025055016591793
2019-02-04,0.021045105124227654,0.02419031767935029,0.021161921435191498,0.025039820456504575
2019-02-05,0.020937088349511218,0.02406656669299842,0.021161921435191498,0.025039820456504575
2019-02-06,0.019942022145073096,0.022926554647574017,0.021161921435191498,0.025039820456504575
2019-02-07,0.018391448046002824,0.021150116916718368,0.021161921435191498,0.025039820456504575
2019-02-08,0.01837626874224362,0.021132726526963932,0.020529270354029915,0.024630718338937523
2019-02-11,0.01699484835588377,0.019550082203178144,0.020529270354029915,0.024630718338937523
2019-02-12,0.01571723112826888,0.01808636147542502,0.020529270354029915,0.024630718338937523
2019-02-13,0.016039420692558762,0.018455482627929547,0.020529270354029915,0.024630718338937523
2019-02-14,0.014891150686585483,0.017139950422765112,0.020529270354029915,0.024630718338937523
2019-02-15,0.013814150108144624,0.015906069072081596,0.020529270354029915,0.024630718338937523
2019-02-19,0.013431265161223673,0.015467411373171968,0.020529270354029915,0.024630718338937523
2019-02-20,0.012536650149414134,0.014442482695128624,0.020529270354029915,0.024630718338937523
2019-02-21,0.011805090877993762,0.01360436119362306,0.020529270354029915,0.024630718338937523
2019-02-22,0.01129811058560926,0.01302353186032511,0.020529270354029915,0.024630718338937523
2019-02-25,0.011397772139047403,0.01313771056610212,0.020529270354029915,0.024630718338937523
2019-02-26,0.010913835002834412,0.012583280959257499,0.020529270354029915,0.024630718338937523
2019-02-27,0.010279049758338902,0.01185603002685227,0.020529270354029915,0.024630718338937523
2019-02-28,0.009786594365023249,0.011291841355073327,0.020529270354029915,0.024630718338937523
2019-03-01,0.009673846896304218,0.011162670580447951,0.020529270354029915,0.024630718338937523
2019-03-04,0.010070293089962991,0.01161686491859137,0.020529270354029915,0.024630718338937523
2019-03-05,0.009737942675427672,0.011236102840468136,0.020529270354029915,0.024630718338937523
2019-03-06,0.009291578856363829,0.010724719649978058,0.020529270354029915,0.024630718338937523
2019-03-07,0.009390954888042912,0.010838571243606045,0.020529270354029915,0.024630718338937523
2019-03-08,0.010449986234308217,0.012051865882535314,0.020529270354029915,0.024630718338937523
2019-03-11,0.009995831333598876,0.011531556726231967,0.020529270354029915,0.024630718338937523
2019-03-12,0.014828934367290453,0.017068671393187018,0.020529270354029915,0.024630718338937523
2019-03-13,0.014148705359384815,0.016289357153389878,0.020529270354029915,0.024630718338937523
2019-03-14,0.013547681637196616,0.015600785599231582,0.020529270354029915,0.024630718338937523
2019-03-15,0.012902166663174485,0.014861241996399063,0.020529270354029915,0.024630718338937523
2019-03-18,0.012856086493084552,0.014808449580453843,0.020529270354029915,0.024630718338937523
2019-03-19,0.012322494034969494,0.014197131633079407,0.020529270354029915,0.024630718338937523
2019-03-20,0.011728450332686153,0.013516556840074637,0.020529270354029915,0.024630718338937523
2019-03-21,0.011367115592133683,0.01310258844799894,0.020529270354029915,0.024630718338937523
2019-03-22,0.014973816269440039,0.017234657448062424,0.020529270354029915,0.024630718338937523
2019-03-25,0.017658701352797273,0.020310635028203308,0.020529270354029915,0.024630718338937523
2019-03-26,0.016435850734149857,0.0189096584612221,0.020529270354029915,0.024630718338937523
2019-03-27,0.015605997835721397,0.01795892543871633,0.020529270354029915,0.024630718338937523
2019-03-28,0.01479677192440525,0.017031824023498576,0.020529270354029915,0.024630718338937523
2019-03-29,0.013801630195752269,0.015891725452660814,0.020529270354029915,0.024630718338937523
2019-04-01,0.013327578697476722,0.015348621470458177,0.020529270354029915,0.024630718338937523
2019-04-02,0.013669334870956666,0.015740159392887452,0.020529270354029915,0.024630718338937523
2019-04-03,0.013297517962760077,0.015314181953249734,0.020529270354029915,0.024630718338937523
2019-04-04,0.012641760848608631,0.014562904293862722,0.020529270354029915,0.024630718338937523
2019-04-05,0.01192619328366446,0.013743103923080365,0.020529270354029915,0.024630718338937523
2019-04-08,0.01153877907018261,0.013299257204170524,0.020529270354029915,0.024630718338937523
2019-04-09,0.011531908850153342,0.013291386236838754,0.020529270354029915,0.024630718338937523
2019-04-10,0.011089396020398712,0.012784414988166942,0.020529270354029915,0.024630718338937523
