,AAPL,GLD,QQQ,SPY,TLT
2017-02-24,0.011522286471190588,0.008080483752437818,0.006014361357281839,0.005032693644809677,0.007247852553364604
2017-02-27,0.011058710844137825,0.008069086795929895,0.005824100379540334,0.004828832494410418,0.007309796833775436
2017-02-28,0.010671286310294235,0.008021029842427802,0.005606655474113114,0.004674292092309563,0.007296931369982576
2017-03-01,0.010289131893456949,0.007918571842457282,0.005538656296082627,0.004655172209767585,0.007263351264615406
2017-03-02,0.012987486692117014,0.007815123261632508,0.006905819925828762,0.007652240655987832,0.007416269091653181
2017-03-03,0.012550719437149742,0.008064809242539316,0.006866816792700447,0.007519638052606893,0.007385086153083091
2017-03-06,0.01218261987028492,0.007962944241821231,0.00657600622147961,0.00687241328659704,0.007347634954675386
2017-03-07,0.011709586575055962,0.007965480598852867,0.006338507560237281,0.006472831943079751,0.007324384556683491
2017-03-08,0.011240076421716807,0.008010401039635053,0.006098357287265012,0.006150157159564113,0.0072876725270073685
2017-03-09,0.01091679462350996,0.007996158765037141,0.005881581020013831,0.005799652042803992,0.007269591062531051
2017-03-10,0.010558464204602491,0.00795466366826464,0.005640627457212868,0.005476541277567587,0.0072830828838367535
2017-03-13,0.010283372722864009,0.007861899999412216,0.005681695968886941,0.005399996505008081,0.007248877998474885
2017-03-14,0.009925171908102014,0.007753754665082857,0.005483698571982653,0.0051147071771565225,0.007241081194863806
2017-03-15,0.009607672391821078,0.007723542830749362,0.005348963990345318,0.0051593704385974985,0.007217040364781362
2017-03-16,0.01039704346115039,0.008306943348880057,0.005730536533898429,0.006199933705171594,0.007294717492729699
2017-03-17,0.010023090514354445,0.008239174362864537,0.005482000813896144,0.005839184988979953,0.0072742969145027135
2017-03-20,0.009909620104123171,0.008148413833501934,0.005237636673209285,0.005531144341271432,0.007265840732750257
2017-03-21,0.010582327399281338,0.008088224197520661,0.005011626037596548,0.0052423343514576915,0.007238191492042674
2017-03-22,0.011273916999023066,0.008141807857073788,0.00765408791300268,0.007498973086431112,0.0072550529679525745
2017-03-23,0.011752485572184515,0.008053622940620174,0.00768490823636389,0.006942322157450713,0.0072252005033510295
2017-03-24,0.011275569723278889,0.00795528971846134,0.007314259077831009,0.006431016242816034,0.00718034740505175
2017-03-27,0.010803504621141002,0.007856940820414349,0.00697329573513833,0.005999819253558538,0.007145640752894199
2017-03-28,0.01038276689375774,0.007828274298889859,0.006655396570528453,0.005646273413241748,0.007118706187412246
2017-03-29,0.013049656192509753,0.007764228337402825,0.006746919753052094,0.006160340113843531,0.007116614008595934
2017-03-30,0.012331021253480637,0.00767083548265455,0.006658759474627646,0.00577870895115922,0.007104864416948234
2017-03-31,0.011716388582214536,0.007699106909995446,0.006378699897419297,0.005608449238240945,0.007122778435334856
2017-04-03,0.01120550608975199,0.007600357316400325,0.006097416700273999,0.005390961121051111,0.007082685454511053
2017-04-04,0.010733028569184162,0.0075675015980124025,0.005835494631502767,0.005166847514473513,0.007131527433213429
2017-04-05,0.010742269756015652,0.007467116459205408,0.005619451462910825,0.00492705900660923,0.007114301746536451
2017-04-06,0.010531619954645688,0.0073463727758364674,0.00561724323051382,0.004890013437923831,0.0070761683862724
2017-04-07,0.010175448559268517,0.00726854227531116,0.005379378166331343,0.004838640714255485,0.007027910997325979
2017-04-10,0.009839471389502178,0.00715863577072764,0.0051500170356007634,0.0046523019702047474,0.006995087295146822
2017-04-11,0.00949069041426898,0.0070196160356848745,0.004922943312220991,0.0044736048710302375,0.006967785550436544
2017-04-12,0.01023041945351194,0.007519881347469188,0.005044351155593631,0.00433992330978012,0.007011644194474999
2017-04-13,0.009832558287892203,0.007538229105637351,0.005105423480829286,0.004640120134495529,0.006994920178428073
2017-04-17,0.00972587195524272,0.007488337546319795,0.005148441552990991,0.005303048273548595,0.006953304506275427
2017-04-18,0.009650896925226731,0.007396505333018334,0.005900909229318906,0.0063292795822692625,0.006911333707027091
2017-04-19,0.009478447276299477,0.007348074187558967,0.005654097208319744,0.0060107523446128585,0.007024865161428934
2017-04-20,0.009255247332649685,0.00746584672930432,0.005431351736985866,0.005665479207904969,0.007008396964266893
2017-04-21,0.010328941566107277,0.007358085658283924,0.006109376742750132,0.006369917824526542,0.006975296262538435
2017-04-24,0.009882954642403512,0.007263535839130733,0.005816192322172735,0.006071877902585441,0.006923045250300431
2017-04-25,0.010293358427384552,0.0072934405698561995,0.007159600978965979,0.007372308077543692,0.006899273674360008
2017-04-26,0.010184566959997825,0.007475279860022717,0.007307724727406033,0.007208677798049661,0.006994752620488694
2017-04-27,0.010061427133856167,0.007430578701375487,0.006929461849967383,0.0066307360263802954,0.0069789100006369875
2017-04-28,0.009641978091712912,0.007356669202737745,0.0069461846109862505,0.006156811199355509,0.006928336277197807
2017-05-01,0.009254530552533892,0.007269796901685388,0.006627495784251,0.005822301052806986,0.006881926889721788
2017-05-02,0.012001407150426007,0.007400151544598514,0.007105095489516167,0.005568867889082381,0.006908537747948124
2017-05-03,0.011641378410812316,0.0072828299799627995,0.006770685562177538,0.005251384041420135,0.006887725872978114
2017-05-04,0.011108460101268642,0.007672756110858161,0.006550338045078009,0.00500530428720311,0.006834669763878098
2017-05-05,0.010679214871641285,0.00780496162367762,0.006246272597951734,0.00479380781030209,0.006810933320021097
2017-05-08,0.012059514612561061,0.0077040867724596975,0.0061156558771340705,0.00490444502189564,0.0067549935386777395
2017-05-09,0.015596449627797215,0.0076069156755838386,0.005901647789772444,0.00467787770922223,0.0067379672425254555
2017-05-10,0.014730372999255751,0.007590130568552396,0.005794533401476234,0.0044999234483989,0.006677326617848957
2017-05-11,0.013916876775259292,0.007479554555553784,0.005551247064637389,0.004401719551174352,0.006615378942243141
2017-05-12,0.013523822772010939,0.007411938925597538,0.005325824044499109,0.00433987786061479,0.006548118336664391
2017-05-15,0.013824414260839408,0.007322378652109325,0.005177459738696964,0.004249345420787643,0.006572720527440106
2017-05-16,0.013080705251972856,0.007228531137130424,0.005116240913457141,0.004809269420339069,0.00651777039705599
2017-05-17,0.012421246671012822,0.007172170702375565,0.005169211526585897,0.004590577473613414,0.006472033349456677
2017-05-18,0.017525717860102166,0.007823970281882552,0.010662046380123393,0.009056090724198461,0.00667357798671664
2017-05-19,0.01738727009434327,0.00786609963603769,0.010505160805338224,0.008337745324429097,0.006614021512779733
2017-05-22,0.016230609701183504,0.007812341611532611,0.009933457270845448,0.00808672767992369,0.0065589219280380836
2017-05-23,0.015377370564587886,0.007744089435583159,0.009825174493801379,0.0076845116914322645,0.006505218760143849
2017-05-24,0.014488982668744795,0.007730201667956504,0.00922939500203251,0.007092404674930223,0.006514263130988109
2017-05-25,0.01051128374255901,0.007659525383396607,0.00885326518002798,0.006607311614914225,0.0065007666468408455
2017-05-26,0.010376400353820337,0.007554471042580343,0.008890733781045414,0.006451723670097489,0.006431855488954855
2017-05-30,0.010233729283016125,0.007633979745358419,0.008422229260703845,0.005988820878614559,0.006364054888884651
2017-05-31,0.01009306959446476,0.0075544048372996895,0.007983315030570514,0.005605327139020082,0.006338261314883961
2017-06-01,0.010004155908643324,0.007487751527015184,0.007579437915249101,0.005264769224686927,0.006273493633751608
2017-06-02,0.011088744997978012,0.007381597421046735,0.007334007310560306,0.006056233427396827,0.0062113298920464625
2017-06-05,0.010039530885100725,0.007415223085835591,0.00804607443640563,0.0058302160789675895,0.006360562924142173
2017-06-06,0.010034265276065784,0.007309171210281457,0.00763868373371518,0.005472068306575405,0.006361457473011303
2017-06-07,0.009912975022603847,0.007512754249229073,0.007396185520568901,0.005341197636883176,0.006346078450181179
2017-06-08,0.009826629359739093,0.007477083348486565,0.007172963159537226,0.005110410013672734,0.006318745971916879
2017-06-09,0.009702439170431421,0.007478535945968632,0.006847010916943979,0.004854055962973984,0.006259147991246585
2017-06-12,0.018129343415890356,0.007573017346880952,0.011072971855223636,0.004678102264910391,0.006186441668052276
2017-06-13,0.019635693591563957,0.007474141689973888,0.010569321288698847,0.004476723360320992,0.006158317477828942
2017-06-14,0.01838859574266747,0.0073715030829842295,0.0103604439772366,0.004831417859558749,0.006134945967038056
2017-06-15,0.01751228954463965,0.007345045861835668,0.009881919372151498,0.004637945425381512,0.006315861840756185
2017-06-16,0.016505222426607073,0.00728628047429744,0.009461789710901815,0.004520607179406772,0.006248489686652256
2017-06-19,0.012558296720947913,0.007178760610604899,0.009080160001847243,0.004333219385211837,0.006180956013022149
2017-06-20,0.01874533973490277,0.00723313935157212,0.01035615982703687,0.005572730833503148,0.006139787896856104
2017-06-21,0.01778001917162539,0.007138337802775283,0.010148841487294512,0.006017256974871508,0.0061891718611384065
2017-06-22,0.016752757905447956,0.007053828716493008,0.010178780376290018,0.005591603319121883,0.006133358934278742
2017-06-23,0.01572670459159966,0.00697844922551744,0.009612347403756149,0.0052452540138114186,0.00611270057636556
2017-06-26,0.014888791411759226,0.00692557789732333,0.009191543342394897,0.004979638545000081,0.006089737354967277
2017-06-27,0.014084604845733397,0.007057578693563838,0.008856552171075843,0.0047355684426132775,0.006074076887375665
2017-06-28,0.012733401184933298,0.006992375338632973,0.010518524647396383,0.005731823672531786,0.006103540949769507
2017-06-29,0.012944449727714535,0.006881655997124084,0.01112074420057302,0.006622112838324396,0.006086202148688845
2017-06-30,0.013166437970663063,0.006848485236121876,0.012184856671862324,0.007238190445773545,0.0060974180517887255
2017-07-03,0.01284008919371415,0.006755432991274894,0.011433274197393394,0.006671135437659138,0.006077359921593178
2017-07-05,0.012563071115264168,0.007352537017752365,0.011387803315361298,0.0062001310487694705,0.006060101623848426
2017-07-06,0.012316141345587976,0.0072814544865722084,0.011255803326605817,0.005849331581407674,0.006037352124102814
2017-07-07,0.012257375608835637,0.007173858792458128,0.01106088930293982,0.00674602213407144,0.006047889216687061
2017-07-10,0.01222422266397682,0.007336062088007097,0.011073560161016622,0.006819185590038408,0.006043414117796441
2017-07-11,0.012048494258712588,0.0072365591648721386,0.01067325101608749,0.0063049082967806145,0.0060218723323760895
2017-07-12,0.011818706843213216,0.0071338123432323555,0.010110561054832221,0.005866615500609973,0.006001082936438438
2017-07-13,0.011259074106360739,0.007062022882036323,0.010389934977308463,0.006349740745745893,0.006002154105781957
2017-07-14,0.0117319081589966,0.006962380437582076,0.009833673700896819,0.005940258352100511,0.005999593312821544
2017-07-17,0.011652975506721628,0.0070463097110171555,0.009679448071456655,0.005893065595039992,0.005978111364466639
2017-07-18,0.011446574924652371,0.006996695809341078,0.00914937947555256,0.005511890918327069,0.005959830590698211
2017-07-19,0.011247580094653644,0.007028897156950189,0.008960558890516872,0.005192329693566526,0.00597343234219248
2017-07-20,0.010911267653761334,0.006920718862930635,0.008722281823807815,0.005435000832170542,0.005951481910140946
2017-07-21,0.010637639953218838,0.006816186680289371,0.00827097283848699,0.005125674772638394,0.005933732972502545
2017-07-24,0.0102495995876807,0.0069284819283412435,0.007834807266713118,0.004873358067241468,0.005920946794163523
2017-07-25,0.010927383688171945,0.006819465155415216,0.007608364800763732,0.004642517892586923,0.005906932968214146
2017-07-26,0.010632543583638384,0.006743599830171878,0.007275763094653386,0.004570506777609454,0.005957008890806577
2017-07-27,0.010398326357282163,0.0068355103866766095,0.007009955417300907,0.004378207310149615,0.005936532326381514
2017-07-28,0.010984588229009993,0.0067264910873426785,0.007058951443922767,0.004230970456421564,0.005927067333794555
2017-07-31,0.012066226537510528,0.00679420842045115,0.006722133559636083,0.004114678449454251,0.0059223760738646184
2017-08-01,0.011672741257262385,0.006683966261760441,0.006595178276564934,0.003981496206589784,0.005901661070839077
2017-08-02,0.011648972570947264,0.006572090335095835,0.006346349263205569,0.00399447794602435,0.00590393197332635
2017-08-03,0.01369673482788688,0.006471373464024844,0.0061439098901248605,0.0038631457254735702,0.005882315158875952
2017-08-04,0.013620947882677576,0.006360470828961447,0.00605622267387667,0.003851656842011442,0.005908486890057085
2017-08-07,0.013366114274698854,0.006473446699917027,0.0058339065443758446,0.0038221196675119018,0.005921005618295474
2017-08-08,0.013565596790605643,0.006358773380356062,0.006080417653465597,0.0037957993704936643,0.005900024676854081
2017-08-09,0.01340434661705622,0.006272801944027925,0.00585747427243577,0.003849524494467179,0.00588521456396931
2017-08-10,0.013191963331957381,0.006641158775208198,0.005635162511744221,0.00369552739355118,0.0058785282432986
2017-08-11,0.019368362626161265,0.006707336043660647,0.009595287129304242,0.00735891962815572,0.0058907569796352414
2017-08-14,0.014699403678919412,0.006671332035286081,0.009441340155627457,0.0067130969694487895,0.005869411586893596
2017-08-15,0.01838285066466701,0.006722596130660843,0.010083824627576645,0.007599168419013186,0.005861795965479338
2017-08-16,0.017630140984371347,0.0067967722808098905,0.009442343870815627,0.006907950334456471,0.0058491929394621734
2017-08-17,0.014405355202620792,0.00684877531779545,0.00890397809460946,0.006384849252275813,0.005835071891947088
2017-08-18,0.017111875470035218,0.006819992949536098,0.011327219229503756,0.009136379182626983,0.005840295589235348
2017-08-21,0.016074174128910795,0.006721484918721861,0.01057715819129781,0.008270568834616514,0.00581934357908662
2017-08-22,0.014110222182085718,0.006659931286387002,0.009931312295288049,0.007530129002501356,0.005801491908363695
2017-08-23,0.015466830937117593,0.006618587575788788,0.010847893500974553,0.008261805319121603,0.0057882753904271
2017-08-24,0.01397310953805039,0.006558048011523092,0.010252305017191921,0.007682223979157132,0.005789505136100797
2017-08-25,0.013715571554366344,0.006482991313925431,0.009697515042573174,0.007099274104496496,0.005775555445823704
2017-08-28,0.013462753021483555,0.006421239275669286,0.0091714623735631,0.006602652072063354,0.005762382954801586
2017-08-29,0.013372911774203498,0.006985631920416541,0.008731118598366281,0.006094384703569534,0.005741931126721924
2017-08-30,0.013249837436433926,0.0068936612061848744,0.008374770947729936,0.005673344535843695,0.0057493890756228246
2017-08-31,0.013010835785150133,0.006788806383315832,0.008963888137525553,0.005686316228299539,0.005706096862634937
2017-09-01,0.012795794802064527,0.007040195013561553,0.009281055921230947,0.0059189418919881245,0.005690122817799831
2017-09-05,0.012564457059276493,0.006945739570387977,0.008778962141540374,0.0055425509941775504,0.005726063639727036
2017-09-06,0.012573230183283846,0.0071470413899247,0.008896867130412336,0.006061562729995185,0.005770496811822227
2017-09-07,0.012351199689295198,0.007109751026010845,0.008483481831883582,0.005822027854649224,0.005768238801921204
2017-09-08,0.012159788357103598,0.007263190316556065,0.008080321938945416,0.005428908663518246,0.005795461794810711
2017-09-11,0.012375630224116427,0.007163218761675716,0.008263054378512083,0.0051158626185999765,0.005775267395410949
2017-09-12,0.012663477125320061,0.007496367467435867,0.008817685162602031,0.0066686174042372435,0.0058919745981330625
2017-09-13,0.012462397516709037,0.007409027581806444,0.008388942922139337,0.00632349682859949,0.00588311641298142
2017-09-14,0.012332913042332881,0.007432737868701732,0.00797086927867644,0.005868440773230089,0.0058547215405491335
2017-09-15,0.012235819086632342,0.007372269366040934,0.007849365370988773,0.005479394626413031,0.005828475023873087
2017-09-18,0.01218261547739245,0.00732722933197449,0.007557935990161877,0.005174938245723645,0.005773038070530262
2017-09-19,0.012062582137165798,0.007419108091562642,0.007208457615564417,0.004964672646957841,0.005773763582987518
2017-09-20,0.011851511262525533,0.007327205697553718,0.006896622136000181,0.004716336541477635,0.005741359309501223
2017-09-21,0.012107716134084439,0.007370243913127795,0.006675823764995874,0.0044819463185421845,0.005721561711805868
2017-09-22,0.012376092211036267,0.007397053095757089,0.006757368825415441,0.004441544754048981,0.005701654214691312
2017-09-25,0.012312171221439438,0.007343005070668742,0.0064658148528875916,0.0042393730525980035,0.005685779681520125
2017-09-26,0.012221882102524144,0.007472901434258692,0.007266796685311831,0.004167985037773497,0.005684479840409252
2017-09-27,0.012473154624418264,0.007629029044194827,0.006988976689313535,0.004004651964559374,0.005666260486455568
2017-09-28,0.012331985036810449,0.007705468499575142,0.007392204879906133,0.0042513250071441145,0.005771149625955084
2017-09-29,0.013045796798055112,0.007608210963121171,0.007045065567942246,0.004100433722114286,0.005731686844791192
2017-10-02,0.012566569480435899,0.007561072222357009,0.007188000138217218,0.004250978928910873,0.005699777881015443
2017-10-03,0.011804192963300018,0.007551464975065527,0.006865753588361133,0.00451401713357076,0.005681595996891644
2017-10-04,0.011629478637850006,0.007453228569553177,0.006606684695848555,0.004393445950824259,0.005662293699401515
2017-10-05,0.011496231118019049,0.0073730948947261085,0.006334497972041171,0.004214942740722892,0.005642400747413028
2017-10-06,0.011556532434760253,0.00733842395757158,0.006996838999458766,0.0048283686802445295,0.005629946791645959
2017-10-09,0.011354083775420914,0.007291065906558617,0.006700343973686424,0.0045799156118798085,0.0056142385492943606
2017-10-10,0.011174023283201131,0.007335400041322612,0.0064254398842073035,0.004403560836141005,0.005599671988276014
2017-10-11,0.010973679203120187,0.007256315980936866,0.0061647199273744254,0.004353656556636344,0.005581588456338576
2017-10-12,0.01080701092612355,0.00718566439686029,0.00601383333899111,0.004204474403896493,0.0055637406089716675
2017-10-13,0.010630938313959773,0.0070953976311280585,0.005813992703063086,0.0040699785053414815,0.005553360360516937
2017-10-16,0.010515569492513387,0.007129234998093635,0.005766485114965228,0.003932861299648878,0.005558701878973266
2017-10-17,0.010961746330386067,0.007141590264364843,0.005688045083107587,0.003819191514314319,0.005539370362886094
2017-10-18,0.010790150531680975,0.007152330468757631,0.005489455320797001,0.0036775498387055516,0.005520816568673374
2017-10-19,0.01063239572008714,0.007092869542014143,0.00530021890409567,0.0035616010600616464,0.00552240045100177
2017-10-20,0.011463522203503655,0.0070794627441078395,0.005297418840168325,0.003419569506791857,0.005505052464994859
2017-10-23,0.01320089026327512,0.007079570832130117,0.005203349358246441,0.004089263454250303,0.005535263460422868
2017-10-24,0.012528438264353585,0.006995298697952569,0.005591123432101022,0.00428076797617384,0.005517526561510656
2017-10-25,0.012149269852842098,0.006940238508122063,0.005408776327666413,0.004131272190901898,0.005517199153257087
2017-10-26,0.011737669016997574,0.006850421248431082,0.005397891329243375,0.004524899536534781,0.005509861294905548
2017-10-27,0.011498429341894576,0.006928215844058439,0.0053310638563448575,0.004305287573833844,0.005496233736311121
2017-10-30,0.016926931715901615,0.006891468304428783,0.011591897960857338,0.005457239364123825,0.005498054193211599
2017-10-31,0.018049688231028985,0.006810686728826775,0.010821358225115228,0.005337558088344918,0.005519512156617302
2017-11-01,0.017601058863605114,0.006757114634105057,0.010230233461265465,0.0050206754677549785,0.00550016281505024
2017-11-02,0.017088189164631295,0.006700933550112302,0.009621022241352023,0.004741842545599809,0.005491090130558165
2017-11-03,0.016166717508643125,0.006610984574616149,0.009111757279546611,0.004471461184650528,0.0054817937381764345
2017-11-06,0.017975214285836247,0.006580536551473072,0.009255630103805453,0.004479030130530934,0.005466768439835783
2017-11-07,0.017136524054812682,0.0066792352919827535,0.008842241384481572,0.004294156327293768,0.0054548841454322575
2017-11-08,0.016036258047349053,0.006623498875418636,0.008395206229279377,0.004089445816294104,0.005444940568323076
2017-11-09,0.015326735178412437,0.0065654651500657545,0.008101438035103624,0.003969998986715185,0.005429113924749065
2017-11-10,0.014432169204051937,0.006521072618520577,0.007919078743441006,0.004123068190297434,0.005414358060921386
2017-11-13,0.01366948066296189,0.006611477580832064,0.007550495698648174,0.003924966519388385,0.005480487430004789
2017-11-14,0.01301777538118426,0.006526747492332249,0.007221865538465836,0.003769405041527391,0.005463916677903726
2017-11-15,0.013621548390622013,0.006447129803857773,0.007015965317047058,0.003759014855974062,0.005466795651599776
2017-11-16,0.013796033611205169,0.006358563254161488,0.00690569393037273,0.004240685757078459,0.006102840856493693
2017-11-17,0.013762815658746756,0.006263204656950085,0.007922695696376747,0.0054837817247985554,0.00554043816202527
2017-11-20,0.013197769938943045,0.006566811096321335,0.0076634580407563746,0.005254930931813246,0.0055740646959418615
2017-11-21,0.012551414100179445,0.006866420088819007,0.007322215648611593,0.004957089623109763,0.005526921024440543
2017-11-22,0.013745903216042864,0.006782048238953736,0.007906555484933592,0.00544606179993404,0.005487806945490897
2017-11-24,0.013565032787975892,0.0068904729324556655,0.007552596996741284,0.005084652093438307,0.005473498999890763
2017-11-27,0.01288197021204705,0.006815221814263961,0.007320462231495576,0.004865999245012537,0.00545897042252786
2017-11-28,0.012410970380780312,0.006767433692331633,0.0070059888261734095,0.004581506414260032,0.005441476020353956
2017-11-29,0.012049640406794173,0.006677679327903546,0.006768076543354329,0.006122322749257596,0.005424068807532375
2017-11-30,0.01382826834973554,0.006687546008487793,0.008833716869498524,0.005667988132026156,0.0054479189927689
2017-12-01,0.014033646568734902,0.006745235301304387,0.008868908149137617,0.006468576784557047,0.005435218794958015
2017-12-04,0.013392535545147308,0.006696433901252646,0.008546506846195404,0.006034891555804107,0.005567668312011394
2017-12-05,0.012996989431121235,0.00663642228100609,0.009044855750713897,0.0056252103032230945,0.005521704272671132
2017-12-06,0.012395953717770502,0.0066747266943239444,0.00858681051521276,0.005462958642216893,0.005514074551716145
2017-12-07,0.011933326178445945,0.006597129383468989,0.00830999600842557,0.005109943236258074,0.005486641476919162
2017-12-08,0.011467664465089043,0.006915116641120576,0.007999542571767722,0.004978976821011201,0.0062254366356271325
2017-12-11,0.011031228974641516,0.006825253492505512,0.007774409713159502,0.005212722182302311,0.005554103782929848
2017-12-12,0.012768002117369351,0.006773964210198185,0.007862623355686927,0.005049918260353099,0.005963687493456641
2017-12-13,0.012348242388477473,0.006688837759499335,0.007523780485421392,0.00480566177239867,0.005405815061096814
2017-12-14,0.011878922832330729,0.00677648520512248,0.007226025663995959,0.004534663099199993,0.005435369646816543
2017-12-15,0.011409048057858666,0.006698149926219983,0.006925260596145729,0.004631818882234298,0.006211897298904103
2017-12-18,0.011575470940247943,0.00662120758299034,0.007654382591670383,0.005600069489927643,0.005394352399142707
2017-12-19,0.012214071121084767,0.0065873987351687535,0.007830402412910954,0.005868509657010404,0.005465454752572212
2017-12-20,0.012307475322409177,0.006500955746852566,0.007736372626617822,0.005692665292010726,0.005609607098916716
2017-12-21,0.01178709104830178,0.006432062535569605,0.007403351264195375,0.0053117090778944534,0.00570246578275698
2017-12-22,0.011405417838681393,0.006348994434114637,0.007089006580245276,0.005052039977702317,0.005704573356905932
2017-12-26,0.01098953780721992,0.006337715525173878,0.006808282091347503,0.0047545445222763934,0.005667910831436585
2017-12-27,0.014054107559161191,0.006379273767612883,0.00678313567566692,0.0045198389673368,0.005639866405067293
2017-12-28,0.013295460762064067,0.006331250268421708,0.006513295993893129,0.004289243309585407,0.005760332789119867
2017-12-29,0.012701161782661159,0.006315698494878098,0.006273765717006882,0.004173434082775368,0.005723019501489774
2018-01-02,0.012727698883512988,0.006345578190322274,0.00639841579716911,0.004293368122868772,0.005688419927940833
2018-01-03,0.013677059711056967,0.006621531306942114,0.008494683586111575,0.005072827172377062,0.005768524720132297
2018-01-04,0.013001933789743418,0.006551905378595485,0.00873619592132563,0.00545840924718233,0.0057581825449474445
2018-01-05,0.012525341107721542,0.006531609263815946,0.008321265299832278,0.005397883856158689,0.00572110706400433
2018-01-08,0.012618859117366783,0.006447408573042097,0.008619540137251474,0.00577588226750877,0.005693652564641681
2018-01-09,0.012155674365110041,0.006360473588962332,0.008303457151349251,0.005425307956233895,0.005655874291700381
2018-01-10,0.011682108565759021,0.006332877512828133,0.007916399971908041,0.005159721931124942,0.005780626382227641
2018-01-11,0.01125833443119904,0.0062616767130661945,0.007603897404739141,0.0048858459542051,0.005746009232414572
2018-01-12,0.011051954647671607,0.006205008922750891,0.007617167542626781,0.00551532065218876,0.005729391560807825
2018-01-16,0.01127472753513296,0.006494041399724899,0.0076791175555592055,0.005827720203712921,0.005695722310121993
2018-01-17,0.011031625100692239,0.006414375792994385,0.007406544975016413,0.005607688185654837,0.005679466062781786
2018-01-18,0.012096086894047106,0.006496730062049758,0.0079362116277176,0.006580490418032508,0.0056439973987072204
