,VaR,ES
2023-09-07,0.018421751730823173,0.021184834773240742
2023-09-08,0.0186615793425239,0.021459596758870207
2023-09-11,0.01766972654756586,0.0203232662026752
2023-09-12,0.017488550165682668,0.020115698850099013
2023-09-13,0.017459266281099874,0.020082149342526247
2023-09-14,0.016764735181995616,0.019286449704281786
2023-09-15,0.01663211056631667,0.019134506387626635
2023-09-18,0.017424573169531048,0.020042402675515235
2023-09-19,0.016916539783769675,0.019460366850499212
2023-09-20,0.016168832895935705,0.01860374559778685
2023-09-21,0.016986452052897776,0.019540462856748354
2023-09-22,0.018836086608223102,0.021659523541654978
2023-09-25,0.01787354226244514,0.020556770635820294
2023-09-26,0.017527746823614767,0.020160605070392374
2023-09-27,0.018957205276796698,0.021798284902943128
2023-09-28,0.018156394496244708,0.020880824404472583
2023-09-29,0.017512754390198993,0.020143428771360234
2023-10-02,0.016674715138974696,0.019183316934908493
2023-10-03,0.01651193950299455,0.018996830664054016
2023-10-04,0.01774833337150909,0.02041332325189278
2023-10-05,0.017705011407617346,0.020363690814927525
2023-10-06,0.016889872905828985,0.01942981555458477
2023-10-09,0.017673274742826647,0.02032733124409533
2023-10-10,0.01764148147206913,0.020290906821815335
2023-10-11,0.01694687006086374,0.01949511517284608
2023-10-12,0.016740750433139134,0.019258971228497047
2023-10-13,0.016721812013058154,0.019237274152546387
2023-10-16,0.017301949209772443,0.019901916755524232
2023-10-17,0.01745317228669087,0.020075167669347086
2023-10-18,0.016852523866703207,0.019387026085604202
2023-10-19,0.017470118751029818,0.02009458263227879
2023-10-20,0.017476391236597874,0.020101768796446
2023-10-23,0.018170870184229852,0.020897408686599006
2023-10-24,0.017390944073374343,0.02000387501321057
2023-10-25,0.017061999587327105,0.01962701498651361
2023-10-26,0.019136248654872838,0.022003408548736655
2023-10-27,0.0205006065656674,0.023566504999644806
2023-10-30,0.019761091616662584,0.02271926896059859
2023-10-31,0.019674258737019643,0.02261978761122673
2023-11-01,0.01885444403623158,0.021680554995601797
2023-11-02,0.01970840916567183,0.022658912545674568
2023-11-03,0.02144404828503296,0.02464737270416097
2023-11-06,0.020867411869518276,0.023986740821995613
2023-11-07,0.020135532136017646,0.023148252178454714
2023-11-08,0.0196741684195298,0.022619684137683085
2023-11-09,0.018872208146631365,0.021700906706615272
2023-11-10,0.017931628834226054,0.02062331836019512
2023-11-13,0.01973437038820989,0.022688655397230903
2023-11-14,0.018764379909509115,0.021577371721095737
2023-11-15,0.02055072557398986,0.023623924569254842
2023-11-16,0.019560995635841013,0.02249002609478706
